SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,TransactionNumber
82,18,45217,448,12,0,0,WVYO0RC6E01XIVE5DA0W
83,11,50839,37,13,0.1,0,VCHEQVSD6274PCSZ703Y
84,13,82545,122,21,0.1,0,UFH5W5MHGKFC20JH99VJ
85,7,64880,328,17,0,0,8XUSTJM66AWY91WZ9UP6
86,15,45426,98,12,0,0,PISSNB9HXQ8E4LIND2MZ
87,3,17448,356,5,0,0,99IDSZMH0E5DWIE1068D
88,7,66538,122,17,0,0,9JOJ4GECVR36LG8AEUCM
89,20,47301,431,12,0,0,WC21823LCWEMMZQTUOI8
90,14,72059,428,19,0,0,5N26A25RLCVQOD7MHWEA
91,11,30201,29,8,0,0,IUPJZGHHJ6TDURO0UX0X
92,7,23155,304,6,0.2,0,RKIVXMJ6DR4YEMSCNBLN
93,7,42117,57,11,0,0,162CTLIMMYDCXRA7N2UY
94,11,18164,124,5,0.1,0,6EPFG5WN7MFAJPEGJ311
95,23,8222,337,3,0,0,QSQLGUH5Z9QPZVRCXCGL
96,9,22604,22,6,0,0,FCY2D2WR4YTXPGLYT0AE
97,21,1358,78,1,0.1,0,8DOKJUM3MQKFMAGSJ3SL
98,4,63272,182,17,0.1,0,UAXS9E5E3C56F7YAHU89
99,17,92090,124,24,0.2,0,I78H3546AWIT4D2QS9FG
100,23,6361,103,2,0,0,JDF863IH28KBQC3PA691
101,10,42951,426,11,0,0,SFMDBTVJOKSTYZTT9X1M
102,10,75568,362,20,0,0,8OYID1Z1I35FHQYSVUAM
103,10,11920,296,4,0,0,DORHSC9W088EJKRNUYSW
104,2,93915,124,24,0,0,6HNDG9V0E2R0QU070LOP
105,2,74910,347,19,0,0,HUX0Y5640WIQF6634B3E
106,22,68565,374,18,0,0,M6HESPRGTC36DONPDH4O
107,2,7893,39,2,0.1,0,D68AAOT3W9LB9VNGM6FE
108,23,49626,138,13,0,0,6JEJ1HJDRTZPZ9Z84H1Y
109,8,47963,108,13,0.2,0,X3IV4TZ9RBOA76MTQ869
110,6,90100,429,23,0,0,5FLM9MN7HODGB9GWOXOK
111,8,54608,165,14,0.1,0,0IAFR2DEE8VOMRNW8U7B
112,3,23900,203,7,0,0,9NATWW6X2BIPL5XA7IJA
113,20,87061,210,23,0,0,3FISPHTZF3G92QV0LV57
114,8,11358,366,3,0,0,BXCY1MPM1CO0867S06FC
115,10,43033,431,11,0.2,0,M71GIE2ALMD3BRH5UOV3
116,8,67359,87,18,0,0,DRS8UJN7LOQUJOQBHI7M
117,21,49113,189,13,0,0,GPAXWEPM6IJ8K9F98NVE
118,3,28246,240,8,0,0,0XN8R2RUC5NH1X2IBX5Y
119,5,45532,158,12,0,0,E66MZFA19UC78GSMO5CX
120,4,30910,252,8,0,0,UDVRIBDQWQPGHLRGMSMH
121,4,2529,378,1,0,0,2AB9SH9VMSS0TKSAUG4W
122,19,17431,325,5,0,0,D4MRRV052DPGYS2KIQU3
123,23,62666,67,16,0,0,AXXGO0Y5RBIKHP6PI1M8
124,15,83172,63,22,0,0,KF3JUSQQCQ9SG36PA3U2
125,5,68047,408,18,0,0,A16WH2WU0P8U4PITXT87
126,13,17565,59,5,0,0,FL9R1LZZ7XR6Q9DWNDPU
127,16,556,237,1,0,0,B01YBDNVD9LUKVGX5FHW
128,23,15959,190,5,0.2,0,SRGODG5W9GJDJ3K8TP8B
129,21,71159,198,19,0,0,UN6B6EWZIX8Y0J8K9YWI
130,16,4801,41,2,0,0,3T2H1RVPBQ8KRY4AC718
131,4,76636,84,20,0,0,RIAFIKCNJRBT5RT4U4M1
132,1,83001,45,22,0,0,670D9L4AXQU91BBR1I7J
133,20,71152,248,19,0,0,RYWQL7A5H2F7NLAA19Y7
134,19,33333,291,9,0.1,0,M1GK3FICSMEH8E83NNET
135,8,73033,401,19,0.1,0,FNF1EQ0G099BO5XF6IRS
136,23,23994,54,7,0.2,0,OG0QE616ELKD87D1IPPH
137,8,33297,152,9,0,0,SD55K9BOG5M1CQ7EBZJY
138,10,55683,365,15,0,0,MNOXFXKDOT2AWW3UKUXQ
139,11,7636,227,2,0,0,XGYCWG5M6P5JM6PH84BR
140,8,95074,407,25,0,0,SBJQFU4JR4L7RP7QLJHE
141,13,37533,59,10,0,0,H3XR9QDDBQMZ844ELGM1
142,4,66582,218,17,0,0,EKJBVGHQMKUCIA7MZ53Q
143,23,18575,14,5,0.2,0,FEZ8IK3BZ2UDO3JDGE9W
144,14,55960,3,15,0,0,P5RNPTWRLAIAWZ6K3CWE
145,6,17451,263,5,0,0,NIZYU7O9JRUUJQ87LTQ6
146,9,6301,278,2,0.1,0,DRB2S4CTD1CI71NSOVM7
147,11,34853,94,9,0,0,2JNGC8YCHJ67U9QOW23C
148,23,30759,143,8,0.2,0,6QIBBOKFWX4Y1B8NMFVE
149,1,73891,146,19,0.1,0,VH6BCSX3STIV2VS551JD
150,15,39622,250,11,0,0,LM18TXH09M8YZB8B0YVN
151,11,72250,285,19,0,0,44L2ZFFIHEC0KAV42JVF
152,19,71872,290,19,0,0,I6AX3KKU42NQKGHF6UH1
153,22,17740,25,5,0,0,S8VXE1D6YF077MYB5VVV
154,13,61181,325,16,0.2,0,CBOAZTDOWPDELQXEZOJ6
155,19,3833,177,1,0,0,6NMICUJ40YM5UFW7NF7Z
156,15,25521,102,7,0,0,2PNTMV0X57CP06O1RMZU
157,11,12903,295,4,0,0,VQR8RA06C8B753XZOQYI
158,19,27507,233,7,0,0,VR9GU886VT74X7YVLVLZ
159,20,25869,169,7,0.2,0,SY0IU2Q13V1BDZZHRX2S
160,13,57346,288,15,0,0,HF428WY43VCJG2T9YZ5H
161,7,68009,137,18,0.1,0,SX6SJ7ZDUYJ7PBIWFM6R
162,2,90694,302,23,0.1,0,Z0OSXW58SXWAVPIX9OPZ
163,2,77227,393,20,0,0,9XTCQRBCJCZP8SWH0MAU
164,15,43163,68,11,0.1,0,10NWULZY5YGS5Q3UG65U
165,2,13465,346,4,0,0,9LWKNXLG91F5M7W6GW5B
166,8,70367,121,18,0,0,DDJX21TMJG5Z9REQB6OD
167,7,51508,408,14,0.1,0,WW1NJJ6N09ZIHW7DNLVS
168,1,53729,372,14,0,0,PL95CFIG4QHYWGHHAIIN
169,1,37085,418,10,0,0,J66HRV7DNKTKO6ARH63O
170,10,19039,377,5,0,0,VIIKLFPVD2D5U5E3NKKA
171,1,34062,388,9,0,0,H5OD7A6PSBEYRONNX6GH
172,12,92189,276,24,0,0,AHFFU1VNTMJD4DDU6E5J
173,16,20611,14,6,0,0,KRZ63HQFQD4TL7N8XC9A
174,20,49217,204,13,0,0,YPVKMAATQSAYBPQG8RJ5
175,14,92136,193,24,0,0,38FKI6PL91W84M24LG6F
176,1,34706,160,9,0,0,ZLTUAHXSPLP5UUGF033L
177,20,97615,311,25,0,0,HREQ72OCMADPL3NLQ8OR
178,9,6706,64,2,0,0,JG629RLOLC2UDIUE43F9
179,10,65722,253,17,0,0,2ACG8RTUAVEUFXA7NXB3
180,20,61746,130,16,0,0,1XAU7LS6L49ICH6UL10R
181,3,81471,418,21,0,0,BHNZYKJ7G646S1C1L051
182,16,68557,95,18,0,0,OR5C2G4C2VACTPGMV909
183,23,40827,45,11,0.1,0,5X5CKFUTZ0UQ6NQINV4F
184,7,31537,401,8,0,0,EATUZBVFQR5RNITZ0I0A
185,6,31310,208,8,0,0,2VGLM2Q37DWT4RNCIK3Y
186,9,4765,246,2,0.2,0,89PYJ4WJND35BBFD8C95
187,2,65261,21,17,0,0,JD8XJR5MHXXB4TLQN3XT
188,7,9972,376,3,0,0,K0TOSF7ZA8TS2PVG0ZDR
189,23,29500,114,8,0,0,5F6T6HTMK8CCRZDF9QBX
190,16,47513,299,13,0,0,7P3J13QAM3K2NEKMVMYE
191,13,11092,211,3,0,0,PZHGBQH0R92T9XQ3A4D3
192,13,5790,371,2,0,0,X4R94KTSE4DJAIPL2QD8
193,13,29815,197,8,0,0,VUI9DGTJKHKA1RVP666O
194,22,49049,392,13,0.2,0,D5O9ZF1H7E0V12A90Q3Z
195,2,27066,270,7,0,0,TMS98RTVVJ7K2HPTZE1S
196,11,45599,210,12,0,0,C3JFZOKG6G2OYKIWZQO7
197,2,88114,278,23,0,0,CUTBZKLG0C277GJ8U829
198,8,74172,399,19,0.2,0,P34V3X6X0ODKF08Q303Z
199,13,42496,110,11,0.1,0,53ZHR3YN5HLY7MROGVNE
200,21,45844,143,12,0,0,0OPMRFBIQ8Y9EJZ5DCT8
201,3,53552,323,14,0,0,V6RM7DH1N5GLG4FAVZON
202,10,79884,174,21,0,0,E9NPS3RJ2IT695HYZJ1U
203,23,92433,178,24,0,0,22INYEKVHD5K5GX3XFAP
204,14,54852,221,14,0.1,0,KMMF7ZYCWFMTMB651UO7
205,15,5561,315,2,0,0,L5OL3OKU24R4ZHGV8QFM
206,23,78820,9,20,0.1,0,LXJRI4QYWKMITZGYT4AD
207,3,51262,277,13,0,0,TAUONUQ9S38K5075TKKU
208,2,67283,273,18,0,0,5J4M5IZXFM480RMO3VA0
209,22,67804,132,18,0,0,4HDXNZ9SZJQJMNRQ2HBQ
210,19,67886,17,18,0,0,DH3C48KHQP9T612QOHJQ
211,18,26666,243,7,0,0,F3EPE3VX0DY9CQZALJQO
212,3,6197,231,2,0.1,0,9TGPFMOZDZS08XDPNP4P
213,9,60545,433,16,0.1,0,PCAKUA2G3YS1S6AYZZH6
214,1,62882,39,16,0,0,MD683TLKYTMZSJG54KBM
215,11,74635,323,19,0,0,A10ZFR3RNQMIL3Y4BQHH
216,14,98212,43,25,0,0,55620MTSUE6KEBC59O1H
217,3,49867,258,13,0,0,A2ZG6FI1TTT5N5WUWE4A
218,19,45691,445,12,0,0,SCGY6RMY22GZ1U26LU7A
219,10,11853,312,4,0,0,1KCFQ6GBD9W6VIQJIZOW
220,16,8701,100,3,0,0,QRD5MBTNAKX07QR3JFK5
221,7,5106,100,2,0,0,PSKS6CBN3UIEOATZ94UM
222,23,41537,32,11,0,0,2PY6NRZFZJ3QF1YTDFZI
223,1,24229,258,7,0.1,0,7PFLIFX39BQJYM3LLIKC
224,8,88332,119,23,0.2,0,4AEN89V6VOV4OVZIL5B1
225,21,7948,166,3,0,0,P8D7HEV7SXE6S2E0X962
226,11,28272,17,8,0,0,EMUFAR32ZD8AVF21GRUZ
227,22,62375,80,16,0,0,3RGYVSKHNV4ZFAMIS6NR
228,18,70321,74,18,0,0,SJ5VWMCZHIC2XBUEHEZJ
229,19,22152,387,6,0.1,0,CI4BG4GINL78UA7A2Z57
230,4,46537,436,12,0,0,6CSWIZR4BRN8KG11KGIW
231,22,45352,335,12,0,0,TX5U20M3EFTB265BEY4O
232,13,23443,364,6,0,0,CTJZAU68IINB0CFN2FZ4
233,19,62970,407,16,0,0,WBUXH9VP5ID73G3LUS5G
234,12,19879,110,6,0,0,WX5Z1TQOCJ5KDFIO2SKA
235,18,8194,259,3,0,0,C0A3XVC17MTN50EPXFG5
236,16,1587,244,1,0,0,SZ7NQ1LXSZL5CJXVW4XD
237,17,74883,370,19,0.1,0,5WCW7F3Z4C45HK02G7UQ
238,9,84735,276,22,0.1,0,EM8ITGHU1AIRDN2VQILH
239,15,25976,86,7,0,0,NMG0UZWSGX3NJQA4EEYM
240,6,51249,200,13,0.1,0,32LD4WX7PO895QZRIYHK
241,6,52263,422,14,0,0,LDF4TWSRC3NVSKKUMQ2Y
242,1,96738,200,25,0,0,Q8UEE0ACVGH13HO69A05
243,8,40927,245,11,0,0,CLLDC5EWW8EMGU4KQFWI
244,5,60374,98,16,0,0,HN5TP2WOCF2T4EN901UV
245,22,20848,57,6,0,0,Z73FMNKLIV3M1VYFJN3I
246,11,4895,433,2,0,0,JSCTCGHBPD2MZHF2E2FC
247,4,44005,391,12,0,0,TJY63JOUGDQD7GERLA72
248,13,65692,159,17,0,0,SH102DIC4LN65P8DM8WS
249,11,73174,70,19,0.1,0,90B9R10BTR89T02W5156
250,11,27613,228,7,0.2,0,CS362R6DY2AASJHQRACH
251,8,94492,405,24,0,0,BTFXCO6HG7RMZX882P9U
252,7,42423,286,11,0.1,0,UPXZ0HK6ERSOH0YN9Q3Z
253,22,62319,87,16,0.2,0,IUJOTM9IOK2N1H4IXB6M
254,21,33795,10,9,0,0,2GYXHW9KSZ6V2CUEB6UB
255,15,40739,43,11,0,0,Q6Q1FJT5CEWDLFEKQBPZ
256,3,12016,292,4,0,0,WLWSZ593M5CBMB98W2DG
257,10,55656,368,15,0,0,GLAIGWFTKU4BQTLU9GDK
258,15,4102,59,2,0,0,P8J1Y45CU9CJJFZL9I9T
259,17,46905,55,12,0,0,2B7ZWINEMLZVCRCQGISA
260,5,76048,299,20,0,0,PKSS6EL8ZX4QSMXB11MH
261,2,16446,382,5,0,0,7OCN6OMUT0GJSCQF7P32
262,9,79700,203,21,0,0,NOV5K4FEEG6TJHWG40PY
263,7,45132,339,12,0,0,5WN7ZA7WUCIFTKZHILK7
264,19,21268,148,6,0,0,FKAP9VTZ3PE3QHR7XLU7
265,20,22534,135,6,0,0,K3NDPWWZMF5RYQCCHQED
266,6,3223,332,1,0,0,QM3C2389K0QZXUGNBJYX
267,7,41987,276,11,0,0,HA9CSQFUGUFUKTHK1NTO
268,21,40666,324,11,0,0,1EER1WVP57GGX9CU0ACT
269,6,54688,232,14,0,0,45A5C1Z2AV48AFVULQUJ
270,19,73048,79,19,0,0,ANYEMJ4P1DHVAX84LOUW
271,21,23329,126,6,0.2,0,VBC7NTHZEJI99TICRQHU
272,18,63892,434,17,0,0,8INDZIMQZ2ZNHFBM6ZQM
273,4,19716,359,5,0,0,MUZL13QRUYD1AMTOUNBU
274,4,59364,113,16,0,0,FHIMRE6PKQR8MMOOSYEW
275,10,55198,131,14,0,0,43ML7SIXCBESG7CGY9PJ
276,7,7127,353,2,0.1,0,A7LTN0502PWYBADW1KLO
277,16,611,240,1,0,0,7FCF6FB7TPOCVUW0SKSD
278,19,62614,161,16,0,0,ALHT5WZKXP4VA3S9DHLU
279,9,67485,63,18,0,0,808LFGHV8ZSAVWTUM0IB
280,11,3053,186,1,0.2,0,VZJHLR3RF26J31L97QGH
281,7,83026,79,22,0,0,OPCKF6YEQH2I5D0O4TPD
282,10,95442,374,25,0,0,TXLRRU8LEA2UZ6A7W6K4
283,7,95906,5,25,0,0,OL40YOKK3WQ3JVSQSNBQ
284,8,93298,159,24,0.2,0,B70O66QH7N49R5BHRT5N
285,19,50805,32,13,0.1,0,BDBQFBIH4I9DJCE3CRIU
286,15,2930,50,1,0,0,V9MUSPG81U53RZTOXRV7
287,14,59884,277,16,0.2,0,34VV7TXDE1NSXG3OVML2
288,21,29175,397,8,0.2,0,3O3ARCKEE0NN3S5RZKWJ
289,21,77900,67,20,0,0,MSIBTJQZ2495QZFSKFGC
290,15,94938,420,25,0,0,Z1Z4UOXXV2OIEGWKYYTU
291,7,44691,328,12,0,0,CVDHCSQZE4F6VMRI6ZVS
292,2,70782,311,18,0,0,72KMCIJ7MHNIJN5MNIV7
293,15,37830,222,10,0,0,GY9CJU41RYX1C5TTVZA6
294,11,48687,240,13,0.2,0,SMSNBYLWJGZK4Q3B9TOE
295,5,34803,271,9,0.1,0,UIQG7ICTSIL16OBGO7VJ
296,21,71322,219,19,0,0,8IXG8EPHL6LSLY3264G9
297,18,51607,314,14,0,0,RYEJX1SULLSV0L0S0Y3M
298,13,19660,97,5,0,0,6BZ8KQ8EH3F91HJJWACX
299,9,37840,416,10,0,0,ZKSXLC2965CNRKMEADBK
300,17,17625,177,5,0,0,3IDLY4H83OQOP7R7BYE5
301,4,61668,157,16,0.1,0,AX3MAXX4MX1D6W2FBN7L
302,7,3339,67,1,0,0,3HLY2DV7YEXEASL9YO7J
303,7,11004,379,3,0,0,HRPBIAPRZB6J47FHO7J2
304,16,127,443,1,0,0,NI3YW3G5DZ02WMQVMK26
305,14,4285,103,2,0,0,Y2RU6L5R9GNH7T8MCM78
306,13,30600,423,8,0,0,MC5H7LPM2NHWGOFC4PIB
307,4,22708,380,6,0,0,3ICLOSI99YUXUCQLCYZG
308,18,2956,427,1,0,0,7S6KR5S98WPW8ITSWJS7
309,12,77357,332,20,0,0,SPMYMBPQRRIV7WQ60XNP
310,9,33612,143,9,0,0,1151LTWSGF78SF2KM5T3
311,11,11405,52,3,0,0,H4610M3MWM5ICQOGX1HS
312,14,91801,208,24,0,0,BCBMEHOMDRTLGKWYZK7T
313,7,35377,448,9,0.2,0,JS1QFOE3P3BBL6SVFL4F
314,7,43852,322,12,0,0,JUCWW6RIXG9YRRJ9VYS9
315,21,91781,220,24,0,0,OOHAUD43KY3E60YPUJHN
316,16,19763,8,6,0,0,RN1CUE8LKNB5HV6UM1SM
317,3,82554,198,21,0,0,DI6KLRLK1FBMXW1GX0ZV
318,22,50593,180,13,0,0,0BR9O5RV7IO05E4US9NN
319,23,69222,117,18,0,0,I70JJY5DO0TRXD7FBWLT
320,5,19605,86,5,0,0,TXMLRHWL5RB8GH3QP56M
321,15,42099,55,11,0,0,JHU880XEHC1TBPADXRH8
322,10,12812,331,4,0,0,I9HJHW3PLRF77AGRDJGY
323,23,61526,257,16,0.1,0,OEAE4RTCSDPDP07DPQ4U
324,14,58510,264,15,0,0,VLMM3FUMK70ALUV74C5A
325,12,28358,203,8,0,0,SDQTI98ENSC4GSSOS0CY
326,19,51307,267,13,0,0,85O336C5KDZJD38VSL5L
327,3,26063,212,7,0,0,WFO5412JCCTBMK72QF3W
328,16,69788,119,18,0,0,3ECK3PJSZF6DIBQ0XY49
329,23,24561,295,7,0,0,7168QI1T261PYT0BK1CI
330,13,82636,364,21,0,0,DWMY39G2SGZNOVD6CC7I
331,13,54280,39,14,0.2,0,W94NKIQOCXSQUU4J9N9K
332,4,79711,144,21,0,0,AP229XN58O5ZRGNIAJRQ
333,11,24775,198,7,0,0,FJ6WU18M3PXY8MJ1LAK3
334,16,49860,338,13,0,0,48NQ2DH1Y4IUDU6W5FVE
335,7,40145,29,11,0,0,5Z71JU3GO86NVBAJ5SOR
336,23,79688,12,21,0,0,4KF3USD5FUPOYZ9GPIJD
337,3,84438,447,22,0,0,AVB7HIVD0N7NZ0ERXP1Q
338,14,95780,15,25,0,0,8DHYWB12G95EZUP3WC9H
339,18,89014,57,23,0,0,F6H1ZYUPRTHM91HU8L7U
340,6,20206,61,6,0,0,KD1906PN1CS8JT6ZXWC6
341,12,78981,122,20,0,0,OGORPS79OR2NHUSFRZS5
342,20,56929,303,15,0,0,PGPDP7AVAOUNWVXDHADH
343,10,50578,66,13,0,0,DKPL2YEJ5XK1CZ0ZE0LW
344,13,44288,377,12,0,0,D270KZV1APENNCVZSN9W
345,5,83533,369,22,0,0,5R9MKWXE3ASL00IHLHZI
346,16,51649,121,14,0,0,V85DOM4ZLCBZ28BYDZ2Y
347,19,35405,315,9,0,0,6EL1NCDH75AET9I38W9S
348,9,92737,352,24,0,0,HXGMYR6J7HWJUOTKB19Q
349,14,55665,20,15,0,0,E71L8YTU53T58OH5FPK7
350,13,15040,263,4,0,0,ZNDUZKOJWVZ2W3PF1QTD
351,18,87527,22,23,0,0,2E3EM0CFVBPJKFKNQ8E4
352,19,1014,134,1,0,0,88T3BLRPEYRU8X8AGCKC
353,13,49197,433,13,0.1,0,1JAIBN5RAHF8EU5AABEL
354,4,18235,331,5,0,0,HCYPCIBDAWTR66PIK0YM
355,2,74286,123,19,0.1,0,4HCLU230516RFJ6CTZ5T
356,18,48857,278,13,0,0,0KLH8NGRQAGYRCVM4IF8
357,7,40572,263,11,0,0,4UN0QNI6R0SSJ4WQ4MFM
358,16,51254,116,13,0,0,FQQSO7BQOHQL1VQYGH0Y
359,4,70528,241,18,0,0,Y9N678YV0V0M3P4X72F7
360,18,51737,288,14,0,0,2J27H86SN4FONGG2MGYC
361,10,4538,211,2,0,0,OLQYY5M18EKQ5WQLYPZR
362,12,51680,261,14,0,0,CQKYF9NULLHUKDYB8J3K
363,18,77154,133,20,0.1,0,FQUXHKQGNRYKRCU50IWY
364,23,93481,420,24,0,0,NT2VLIR9P6W7CX0Q0YOW
365,20,78092,104,20,0,0,XUJ9S136807LKRXR1W2Z
366,8,30454,361,8,0,0,YL2DFETFZK72SPYJLSGN
367,3,67027,10,17,0,0,H5PMR53YZ1MX6Z9GWDN9
368,14,84277,111,22,0,0,9FZIS2Y8F4LB3HFDRO8Q
369,23,3708,293,1,0,0,0IL5LQP2PFTEB8PP3Z34
370,21,12094,209,4,0.1,0,JX1M2IU35OEJA9WED6B9
371,13,34085,13,9,0,0,QPSXS9PNNP5LQGLKJI8V
372,12,85533,184,22,0,0,JQEU0ZSBPSRVKT89OA94
373,4,60339,123,16,0,0,HZ9XJSBTUN3E66YD2RAW
374,18,49017,56,13,0,0,XWDP6MCBU7ZQI1Q5WH6H
375,17,39383,416,10,0.1,0,V4NHDN9VMJY75K3V7D5Y
376,18,83930,205,22,0.2,0,ZF4NO4885A3FT2RP8SZ3
377,23,60993,266,16,0,0,8O0JDHN9O30IZVPJTPI0
378,11,17239,332,5,0.2,0,G9VRBIB6ZL6V3RR44BNL
379,10,73737,347,19,0,0,H63XU626E3H2SRE5R1ZB
380,19,75468,82,20,0,0,PITNV3XFPEVFOZ2RUHB9
381,1,15903,404,5,0,0,KIPSBZDYC9N9URO99Y25
382,18,32085,313,9,0,0,OOLM3SBDWJN23404UK4K
383,3,14123,100,4,0,0,D475U7EILI949WT36771
384,11,9521,32,3,0,0,FP07RMO5FDYKABKDH9KX
385,18,93868,343,24,0,0,B1EYU860OCWIUXE7Y2KP
386,17,53267,358,14,0,0,65BJZL9QOYM4Q3OL8WEH
387,14,30514,163,8,0,0,Q011FD55I6Z7I5V3FVNX
388,8,6540,320,2,0,0,ZE9E4UQMP6688F49HJ83
389,14,74333,216,19,0.1,0,6SMW7YTIT1RJUQMSMAIF
390,13,90048,203,23,0,0,T0TYAQRTXBFTPTLMIXWX
